-DOCSTART- -X- O O
En	O
los	O
ultimos	O
6	O
meses	O
habia	O
presentado	O
3	O
episodios	O
de	O
infeccion	O
del	O
tracto	O
urinario	O
bajo	O
con	O
urocultivos	B-EVENT
positivos	B-RML
a	O
E	B-EVENT
.	O
coli	O
tratados	O
por	O
su	O
medico	O
de	O
cabecera	O
.	O
-DOCSTART- -X- O O
El	O
estudio	O
inicial	O
incluyo	O
bioquimica	B-EVENT
sanguinea	O
que	O
fue	O
normal	B-RML
,	O
orina	O
y	O
estudio	O
de	O
sedimento	O
de	O
orina	O
que	O
mostraron	O
intensa	O
leucocituria	O
,	O
urocultivo	B-EVENT
que	O
fue	O
de	O
nuevo	O
positivo	B-RML
a	O
E.coli	B-EVENT
y	O
una	O
citologia	O
urinaria	O
por	O
miccion	O
espontanea	O
cuyo	O
resultado	O
fue	O
celulas	O
uroteliales	O
sin	O
atipias	O
y	O
abundantes	O
leucocitos	O
polimorfonucleares	O
neutrofilos	O
.	O
-DOCSTART- -X- O O
Ante	O
la	O
escasa	O
respuesta	O
encontrada	O
,	O
se	O
inicio	O
un	O
estudio	O
mas	O
avanzado	O
,	O
solicitando	O
urografia	B-EVENT
intravenosa	O
para	O
descartar	O
tumor	O
urotelial	O
del	O
tracto	O
urinario	O
superior	O
,	O
la	O
cual	O
fue	O
rigurosamente	O
normal	B-RML
,	O
y	O
ecografia	B-EVENT
urologica	O
que	O
tambien	O
fue	O
normal	B-RML
,	O
por	O
lo	O
que	O
se	O
realizo	O
cistoscopia	O
en	O
consulta	O
,	O
hallando	O
lesiones	O
nodulares	O
,	O
sobreelevadas	O
,	O
de	O
aspecto	O
solido	O
,	O
discretamente	O
enrojecidas	O
,	O
con	O
areas	O
adyacentes	O
de	O
edema	O
,	O
localizadas	O
en	O
trigono	O
y	O
parte	O
inferior	O
de	O
ambas	O
caras	O
laterales	O
.	O
-DOCSTART- -X- O O
Debido	O
a	O
este	O
hallazgo	O
,	O
a	O
pesar	O
de	O
que	O
la	O
paciente	O
no	O
tenia	O
factores	O
de	O
riesgo	O
para	O
TBC	O
y	O
la	O
urografia	B-EVENT
fue	O
rigurosamente	O
normal	B-RML
,	O
se	O
realizo	O
baciloscopia	O
en	O
orina	O
y	O
cultivo	O
Lowenstein-Jensen	O
de	O
6	O
muestras	O
de	O
la	O
primera	O
orina	O
de	O
la	O
manana	O
en	O
dias	O
consecutivos	O
,	O
ya	O
que	O
las	O
lesiones	O
vesicales	O
macroscopicamente	O
podrian	O
tratarse	O
de	O
tuberculomas	O
,	O
siendo	O
estos	O
estudios	B-EVENT
negativos	B-RML
para	O
bacilo	B-EVENT
de	O
Koch	O
,	O
por	O
lo	O
que	O
se	O
realizo	O
reseccion	O
endoscopica	O
de	O
las	O
lesiones	O
descritas	O
bajo	O
anestesia	O
.	O
-DOCSTART- -X- O O
Actualmente	O
(	O
al	O
ano	O
de	O
finalizacion	O
del	O
tratamiento	O
)	O
,	O
se	O
encuentra	O
asintomatica	O
con	O
cistoscopia	B-EVENT
de	O
control	O
normal	B-RML
y	O
urocultivos	B-EVENT
negativos	B-RML
.	O
-DOCSTART- -X- O O
En	O
la	O
ecografia	O
transrectal	O
se	O
observa	O
un	O
parenquima	O
heterogeneo	O
,	O
con	O
calcificaciones	O
aisladas	O
en	O
lobulo	O
derecho	O
,	O
sin	O
objetivarse	O
imagenes	O
hipoecoicas	O
y	O
con	O
un	O
volumen	B-EVENT
prostatico	O
de	O
101,7	B-RML
c.c	I-RML
.	O
-DOCSTART- -X- O O
En	O
los	O
analisis	O
,	O
elevacion	O
de	O
PSA	B-EVENT
(	O
13,08	B-RML
ng	I-RML
/	I-RML
ml	I-RML
.	O
)	O
.	O
-DOCSTART- -X- O O
En	O
la	O
exploracion	O
clinica	O
se	O
aprecio	O
una	O
tumoracion	B-EVENT
de	O
1	B-RML
cm	I-RML
de	I-RML
diametro	I-RML
en	O
el	O
introito	O
,	O
dura	O
a	O
la	O
palpacion	O
situada	O
ligeramente	O
a	O
la	O
derecha	O
del	O
meato	O
uretral	O
,	O
desplazando	O
este	O
al	O
igual	O
que	O
el	O
introito	O
vaginal	O
.	O
-DOCSTART- -X- O O
Se	O
decidio	O
actitud	O
expectante	O
,	O
en	O
el	O
seguimiento	O
del	O
paciente	O
la	O
lesion	B-EVENT
fue	O
disminuyendo	O
de	O
tamano	O
,	O
siendo	O
de	O
5	B-RML
mm	I-RML
a	O
las	O
2	O
semanas	O
,	O
desapareciendo	O
completamente	O
la	O
tumoracion	O
al	O
mes	O
de	O
vida	O
.	O
-DOCSTART- -X- O O
En	O
la	O
Resonancia	O
Magnetica	O
Nuclear	O
se	O
describia	O
area	B-EVENT
hipointensa	O
de	O
aproximadamente	O
8x2x0,8	B-RML
cm	I-RML
.	O
localizada	O
en	O
region	O
posterior	O
de	O
cuerpo	O
cavernoso	O
izquierdo	O
con	O
integridad	O
de	O
tunica	O
albuginea	O
y	O
fascia	O
de	O
Buck	O
.	O
-DOCSTART- -X- O O
Se	O
realizo	O
estudio	O
bacteriologico	O
de	O
material	O
obtenido	O
mediante	O
puncion	O
con	O
cultivo	B-EVENT
negativo	B-RML
.	O
-DOCSTART- -X- O O
Varon	O
de	O
3	O
anos	O
y	O
18	B-RML
kg	I-RML
de	O
peso	B-EVENT
trasladado	O
desde	O
su	O
hospital	O
de	O
origen	O
por	O
fallo	O
renal	O
agudo	O
y	O
shock	O
septico	O
(	O
noradrenalina	O
maxima	O
1	O
ug	O
/	O
kg	O
/	O
min	O
,	O
ventilacion	O
mecanica	O
11	O
dias	O
,	O
coagulacion	O
intravascular	O
diseminada	O
[	O
CID	O
]	O
,	O
hemocultivo	B-EVENT
positivo	B-RML
a	O
Streptococcus	B-EVENT
pyogenes	O
)	O
.	O
-DOCSTART- -X- O O
Se	O
inicia	O
DPA	O
a	O
las	O
36	O
h	O
por	O
oligo-anuria	O
(	O
diuresis	O
de	O
0,1	O
ml	O
/	O
kg	O
/	O
h	O
)	O
de	O
24	O
horas	O
de	O
evolucion	O
,	O
balance	O
neto	O
de	O
+	O
1.200	O
ml	O
y	O
ascenso	O
de	O
creatinina	O
(	O
inicial	B-EVENT
0,7	B-RML
mg	I-RML
/	I-RML
dl	I-RML
,	O
posterior	B-EVENT
2	B-RML
mg	I-RML
/	I-RML
dl	I-RML
)	I-RML
.	O
-DOCSTART- -X- O O
En	O
el	O
dia	O
1	O
,	O
con	O
ultrafiltrado	O
de	O
685	O
ml	O
en	O
24	O
h	O
,	O
con	O
pases	O
horarios	O
de	O
12	O
ml	O
/	O
kg	O
de	O
glucosa	O
al	O
1,36%	O
,	O
20	O
minutos	O
de	O
permanencia	O
,	O
los	O
cocientes	O
D	O
/	O
P	O
urea	B-EVENT
y	O
creatinina	B-EVENT
eran	O
de	O
0,73	B-RML
y	O
0,6	B-RML
respectivamente	O
,	O
con	O
un	O
Dt	B-EVENT
/	B-EVENT
Do	B-EVENT
glucosa	O
de	O
0,49	B-RML
,	O
por	O
lo	O
que	O
incrementamos	O
la	O
permanencia	O
a	O
30	O
minutos	O
y	O
el	O
volumen	O
a	O
17	O
ml	O
/	O
kg	O
con	O
el	O
mismo	O
tipo	O
de	O
liquido	O
e	O
intercambio	O
horario	O
,	O
pues	O
teniamos	O
todavia	O
gradiente	O
osmotico	O
:	O
obtuvimos	O
incremento	O
del	O
ultrafiltrado	O
diario	O
hasta	O
970	O
ml	O
.	O
-DOCSTART- -X- O O
El	O
dia	O
12	O
,	O
con	O
pases	O
cada	O
2	O
h	O
de	O
liquido	O
al	O
3,27%	O
,	O
40	O
minutos	O
de	O
permanencia	O
,	O
con	O
12	O
ml	O
/	O
kg	O
,	O
los	O
cocientes	O
D	O
/	O
P	O
de	O
urea	B-EVENT
,	O
creatinina	B-EVENT
y	O
Dt	B-EVENT
/	B-EVENT
Do	B-EVENT
glucosa	O
eran	O
0,94	B-RML
,	O
0,85	B-RML
y	O
0,16	B-RML
respectivamente	O
,	O
por	O
lo	O
que	O
disminuimos	O
la	O
concentracion	O
al	O
2,27%	O
(	O
en	O
un	O
peritoneo	O
tan	O
permeable	O
una	O
solucion	O
tan	O
hipertonica	O
puede	O
no	O
ser	O
necesaria	O
)	O
y	O
aumentamos	O
la	O
permanencia	O
a	O
60	O
minutos	O
(	O
pases	O
cada	O
2	O
horas	O
)	O
,	O
obteniendo	O
cocientes	B-EVENT
de	O
0,96	B-RML
,	O
0,85	B-RML
y	O
0,22	B-RML
respectivamente	O
(	O
con	O
un	O
liquido	O
menos	O
concentrado	O
,	O
menos	O
agresivo	O
,	O
seguiamos	O
obteniendo	O
una	O
depuracion	O
similar	O
)	O
,	O
con	O
descenso	B-EVENT
de	O
creatinina	O
en	O
36	O
h	O
de	O
5,5	B-RML
mg	I-RML
/	I-RML
dl	I-RML
a	O
4	B-RML
mg	I-RML
/	I-RML
dl	I-RML
(	O
funcion	B-EVENT
renal	O
de	O
8	B-RML
ml	I-RML
/	I-RML
min	I-RML
/	I-RML
1,73	I-RML
m2	I-RML
por	O
aclaramiento	O
urinario	O
de	O
creatinina	O
y	O
de	O
10	B-RML
ml	I-RML
/	I-RML
min	I-RML
/	I-RML
1,73	I-RML
m2	I-RML
por	O
formula	O
de	O
Schwarz	O
)	O
.	O
-DOCSTART- -X- O O
Las	O
cifras	B-EVENT
tensionales	O
alcanzaban	O
230	B-RML
/	I-RML
110	I-RML
mmHg	I-RML
,	O
desencadenadas	O
a	O
menudo	O
tras	O
un	O
esfuerzo	O
fisico	O
.	O
-DOCSTART- -X- O O
Las	O
pruebas	O
de	O
laboratorio	O
aportaron	O
una	O
elevacion	O
de	O
catecolaminas	O
y	O
metanefrinas	O
en	O
orina	O
de	O
24	O
horas	O
:	O
excrecion	B-EVENT
de	O
noradrenalina	O
de	O
7515,77	B-RML
nmol	I-RML
/	I-RML
24	I-RML
h	I-RML
(	O
<	O
504	O
)	O
,	O
dopamina	B-EVENT
4298,84	B-RML
nmol	I-RML
/	I-RML
24	I-RML
h	I-RML
(	O
<	O
3237	O
)	O
y	O
normetanefrinas	B-EVENT
39676	B-RML
nmol	I-RML
/	I-RML
24	I-RML
h	I-RML
(	O
<	O
2424	O
)	O
.	O
-DOCSTART- -X- O O
Se	O
realizo	O
ecografia	O
abdominal	O
objetivandose	O
masa	B-EVENT
retroperitoneal	O
de	O
unos	B-RML
8	I-RML
cm	I-RML
,	O
de	O
ecogenicidad	O
heterogenea	O
y	O
marcada	O
vascularizacion	O
.	O
-DOCSTART- -X- O O
Ante	O
este	O
hallazgo	O
se	O
realizo	O
tomografia	O
axial	O
computarizada	O
(	O
TAC	O
)	O
abdomino-pelvica	O
,	O
donde	O
se	O
confirmo	O
la	O
existencia	O
de	O
una	O
masa	B-EVENT
retroperitoneal	O
de	O
8	B-RML
x	I-RML
4	I-RML
cm	I-RML
por	O
encima	O
de	O
la	O
bifurcacion	O
aortica	O
,	O
que	O
infiltraba	O
la	O
vena	O
cava	O
inferior	O
y	O
bordeaba	O
la	O
aorta	O
en	O
180o	O
englobando	O
a	O
la	O
arteria	O
mesenterica	O
inferior	O
.	O
-DOCSTART- -X- O O
Dados	O
los	O
hallazgos	O
del	O
TAC	O
,	O
se	O
realizo	O
cavografia	O
para	O
valorar	O
la	O
resecabilidad	O
,	O
observando	O
un	O
defecto	B-EVENT
de	O
replecion	O
intracava	O
infrarrenal	O
de	O
2	B-RML
cm	I-RML
de	I-RML
diametro	I-RML
.	O
-DOCSTART- -X- O O
El	O
diagnostico	O
anatomopatologico	O
confirmo	O
la	O
sospecha	O
de	O
paraganglioma	O
capsulado	O
bien	O
delimitado	O
,	O
con	O
bajo	B-RML
indice	B-EVENT
proliferativo	O
(	O
ki	B-EVENT
67	O
:	O
5	B-RML
-	I-RML
7	I-RML
%	I-RML
)	I-RML
.	O
-DOCSTART- -X- O O
En	O
los	O
analisis	O
realizados	O
no	O
se	O
detectaron	O
marcadores	O
de	O
autoinmunidad	O
,	O
y	O
las	O
concentraciones	B-EVENT
plasmaticas	O
de	O
calcio	O
,	O
fosforo	O
y	O
vitamina	O
D	O
estaban	O
dentro	B-RML
del	I-RML
rango	I-RML
de	I-RML
nornialidad	I-RML
.	O
-DOCSTART- -X- O O
La	O
densitometria	O
osea	O
(	O
DMO	O
)	O
mostro	O
osteoporosis	O
en	O
la	O
columna	O
lumbar	O
(	O
T	O
score	B-EVENT
-	B-RML
3	I-RML
,	O
1	B-RML
