-DOCSTART- -X- O O
ALT	B-EVENT
/	I-EVENT
GPT	O
:	O
54	B-RML
U	I-RML
/	I-RML
L	I-RML
-DOCSTART- -X- O O
Biguina	O
eta	O
deprimigarria	O
,	O
sabeleko	O
eskuin	O
alde	O
eta	O
hipokondrioan	O
mingarria	O
,	O
Murphy	B-EVENT
positiboa	B-RML
.	O
-DOCSTART- -X- O O
TAK	B-EVENT
KRANEAL	O
:	O
Normala	B-RML
-	O
Epai	O
Klinikoa	O
:	O
Miastenia	O
Gravis	O
orokortua	O
.	O
-DOCSTART- -X- O O
Gainontzeko	O
gorputz	O
miaketa	B-EVENT
normala	B-RML
.	O
-DOCSTART- -X- O O
Dagli	O
accertamenti	O
ematici	O
risultano	O
alterati	B-RML
i	O
marcatori	B-EVENT
tumorali	O
e	O
l'ecografia	O
mostra	O
una	O
massa	O
di	O
origine	O
tumorale	O
a	O
livello	O
del	O
Pancreas	O
.	O
-DOCSTART- -X- O O
Kreatinina	B-EVENT
2,8	B-RML
mg	I-RML
/	I-RML
dl	I-RML
zen	O
eta	O
tratamenduari	O
Azatioprina	O
gehitu	O
zitzaion	O
.	O
-DOCSTART- -X- O O
PI	B-EVENT
gutxitua	O
,	O
%	B-RML
40	I-RML
,	O
1,96	B-RML
INR-rekin	B-EVENT
.	O
-DOCSTART- -X- O O
-	O
PAAF	B-EVENT
masa	O
abdominala	O
:	O
zelula	B-EVENT
kaltegarrientzat	O
negatiboa	B-RML
.	O
-DOCSTART- -X- O O
Pazientearen	O
biokimika	O
,	O
hemograma	O
eta	O
koagulazio	O
laginen	O
emaitzak	O
sindrome	O
hemofagozitikoaren	O
datuekin	O
bat	O
zetozen	O
,	O
baina	O
emaitzak	O
zehatz-mehatz	O
aztertuta	O
5	O
.	O
eguneko	O
ferritina	B-EVENT
balioaren	O
jaitsierak	O
arreta	O
piztu	O
zigun	O
(	O
836ug	B-RML
/	I-RML
L	I-RML
)	I-RML
,	O
aurreko	O
egunekoarekin	O
alderatuta	O
(	O
288080ug	B-RML
/	I-RML
L	I-RML
)	I-RML
.	O
-DOCSTART- -X- O O
Nata	O
da	O
parto	O
eutocico	O
a	O
36	O
settimane	O
,	O
gravidanza	O
decorsa	O
senza	O
alcun	O
problema	O
,	O
peso	B-EVENT
2300	B-RML
grammi	I-RML
.	O
-DOCSTART- -X- O O
-	O
Bular	O
eta	O
Sabel	O
erradiografia	B-EVENT
normalak	B-RML
.	O
-DOCSTART- -X- O O
CEA	B-EVENT
2.03	B-RML
,	O
CA	B-EVENT
125	O
45.1	B-RML
CA	B-EVENT
19.9	O
9,94	B-RML
U	I-RML
/	I-RML
ml	I-RML
.	O
hipoalbuminemia	O
,	O
alfa	O
globulinen	O
igoerarekin	O
.	O
-DOCSTART- -X- O O
PCE	B-EVENT
(	O
Proteina	B-EVENT
C	O
erreaktiboa	O
)	O
33,07	B-RML
mg	I-RML
/	I-RML
dl	I-RML
(	O
330	B-RML
mg	I-RML
/	I-RML
L	I-RML
)	I-RML
,	O
prokaltzitonina	B-EVENT
0,65	B-RML
ng	I-RML
/	I-RML
ml	I-RML
.	O
-DOCSTART- -X- O O
-	O
Hemograma	O
:	O
hemoglobina	B-EVENT
:	I-EVENT
6,5	B-RML
g	I-RML
/	I-RML
dL	I-RML
;	I-RML
BBK	B-EVENT
(	O
batez	O
besteko	O
bolumen	B-EVENT
korpuskularra	O
)	O
:	O
112	B-RML
,	O
9	B-RML
fL	I-RML
;	I-RML
plaketak	B-EVENT
:	I-EVENT
135.000	B-RML
;	I-RML
leukozitoak	B-EVENT
:	I-EVENT
12.900	B-RML
(	O
neutrofiloak	B-EVENT
,	O
N	B-EVENT
:	I-EVENT
%	B-RML
76	I-RML
;	I-RML
linfozitoak	B-EVENT
,	O
L	B-EVENT
:	I-EVENT
%	B-RML
16	I-RML
;	I-RML
monozitoak	B-EVENT
,	O
M	B-EVENT
:	I-EVENT
%	B-RML
7,5	I-RML
;	I-RML
eosinofiloak	B-EVENT
,	O
E	B-EVENT
:	I-EVENT
%	B-RML
0,4	I-RML
;	I-RML
basofiloak	B-EVENT
,	O
B	B-EVENT
:	I-EVENT
%	B-RML
0,2	I-RML
)	I-RML
.	O
-DOCSTART- -X- O O
El	O
paciente	O
se	O
mantuvo	O
asintomatico	O
hasta	O
marzo	O
de	O
2007	O
cuando	O
acudio	O
a	O
nuestro	O
hospital	O
por	O
un	O
cuadro	O
de	O
astenia	O
,	O
inestabilidad	O
y	O
dolor	O
abdominal	O
seguido	O
de	O
hematemesis	O
masiva	O
con	O
afectacion	O
clinica	O
y	O
hematologica	O
(	O
Hb	B-EVENT
7,1g	B-RML
,	O
hematocrito	B-EVENT
21,5%	B-RML
)	I-RML
.	O
-DOCSTART- -X- O O
La	O
TC	O
ne	O
precisa	O
meglio	O
le	O
dimensioni	B-EVENT
(	O
circa	B-RML
15	I-RML
cm	I-RML
)	I-RML
e	O
conferma	O
l	O
'	O
aspetto	O
cistico	O
.	O
-DOCSTART- -X- O O
D.S	O
.	O
maschio	O
di	O
47	O
anni	O
,	O
fumatore	O
di	O
circa	O
15	O
sigarette	O
al	O
giorno	O
,	O
BMI	B-EVENT
:	I-EVENT
26	B-RML
.	O
-DOCSTART- -X- O O
Biokimika	O
:	O
Urea	B-EVENT
105	B-RML
mg	I-RML
/	I-RML
dL	I-RML
;	I-RML
kreatinina	B-EVENT
1,74	B-RML
mg	I-RML
/	I-RML
dL	I-RML
;	I-RML
CK	B-EVENT
214	B-RML
U	I-RML
/	I-RML
L	I-RML
;	I-RML
LDH	B-EVENT
484	B-RML
U	I-RML
/	I-RML
L	I-RML
;	I-RML
PCR	B-EVENT
6,69	B-RML
mg	I-RML
/	I-RML
dL	I-RML
.	O
-DOCSTART- -X- O O
Se	O
decidio	O
actitud	O
expectante	O
,	O
en	O
el	O
seguimiento	O
del	O
paciente	O
la	O
lesion	B-EVENT
fue	O
disminuyendo	O
de	O
tamano	O
,	O
siendo	O
de	O
5	B-RML
mm	I-RML
a	O
